timestamp,open,high,low,close,volume
2022-06-21,673.8100,730.7321,673.0000,711.1100,40930985
2022-06-17,640.3000,662.9082,639.5900,650.2800,30880590
2022-06-16,668.2100,675.5000,626.0800,639.3000,35796900
2022-06-15,662.7500,706.9899,654.4500,699.0000,39710645
2022-06-14,654.8600,678.9900,635.2100,662.6700,32662932
2022-06-13,669.5000,679.9000,644.0500,647.2100,34255754
2022-06-10,705.4700,718.5000,683.7400,696.6900,32696966
2022-06-09,748.0200,766.6399,717.9800,719.1200,32163769
2022-06-08,720.2600,749.8900,717.5300,725.6000,25403540
2022-06-07,702.0000,719.9900,690.2800,716.6600,24269534
2022-06-06,733.0600,734.6000,703.0500,714.8400,28068174
2022-06-03,729.6750,743.3899,700.2534,703.5500,37464579
2022-06-02,732.4700,792.6300,726.2000,775.0000,31157706
2022-06-01,755.1600,771.9800,730.9200,740.3700,25749321
2022-05-31,773.8400,778.8000,734.2300,758.2600,33971457
2022-05-27,723.2500,759.8000,720.5311,759.6300,29764994
2022-05-26,661.4200,718.6699,653.6600,707.7300,35334448
2022-05-25,623.8500,669.3200,623.0101,658.8000,30713108
2022-05-24,653.5300,653.9200,620.5700,628.1600,29697505
2022-05-23,655.0200,679.9551,638.0600,674.9000,29634546
2022-05-20,713.9900,721.5820,633.0000,663.9000,48324435
2022-05-19,707.0000,734.0000,694.1100,709.4200,30098891
2022-05-18,744.5200,760.5000,700.8100,709.8100,29270604
2022-05-17,747.3600,764.4800,728.8500,761.6100,26745370
2022-05-16,767.1600,769.7600,719.0885,724.3700,28699513
2022-05-13,773.4800,787.3499,751.5650,769.5900,30716908
2022-05-12,701.0000,759.6600,680.0000,728.0000,46770954
2022-05-11,795.0000,809.7700,727.2000,734.0000,32408153
2022-05-10,819.3100,825.3600,774.2500,800.0400,28133877
2022-05-09,836.4500,845.6300,781.1500,787.1100,30270074
2022-05-06,887.0000,888.0000,843.1050,865.6500,24301037
2022-05-05,939.2100,945.6000,857.7000,873.2800,30839731
2022-05-04,903.9400,955.5000,885.2800,952.6200,27039655
2022-05-03,903.1800,924.0800,888.5900,909.2500,21236525
2022-05-02,860.7700,906.3599,848.0300,902.9400,25260457
2022-04-29,902.2500,934.3999,870.0000,870.7600,29377665
2022-04-28,899.9800,900.0000,821.7000,877.5100,41649509
2022-04-27,898.5800,918.0000,877.3600,881.5100,25652132
2022-04-26,995.4300,1000.0000,875.0000,876.4200,44694524
2022-04-25,978.9700,1008.6200,975.3000,998.0200,22780445
2022-04-22,1014.9100,1034.8500,994.0001,1005.0500,23232186
2022-04-21,1074.7300,1092.2200,996.4150,1008.7800,35138779
2022-04-20,1030.0000,1034.0000,975.2501,977.2000,21616141
2022-04-19,1005.0600,1034.9400,995.3250,1028.1500,16615944
2022-04-18,989.0300,1014.9200,973.4100,1004.2900,17238407
2022-04-14,999.2900,1012.7099,982.1900,985.0000,19474135
2022-04-13,981.0750,1026.2400,973.0970,1022.3700,18373737
2022-04-12,997.6400,1021.1921,976.6001,986.9500,21992032
2022-04-11,980.4000,1008.4681,974.6400,975.9300,19785735
